Protein,Druggability Score ,Total Pocket Number,Score ,Second Highest Druggable Pocket Score,Third Highest Druggable Pocket Score,Number of Alpha Spheres ,Total SASA ,Polar SASA ,Apolar SASA ,Volume ,Mean local hydrophobic density ,Mean alpha sphere radius ,Mean alp. sph. solvent access ,Apolar alpha sphere proportion ,Hydrophobicity score,Volume score,Polarity score,Charge score ,Proportion of polar atoms,Alpha sphere density ,Cent. of mass - Alpha Sphere max dist,Flexibility 
Q9BQS2,0.926,27,0.118,0.491,0.087,32,149.091,17.143,131.948,435.033,20.308,4.078,0.604,0.812,71.625,4.5,2,0,22.222,5.043,14.031,0.665
Q9BQS6,0.372,8,0.136,0.046,0.036,39,112.76,40.064,72.695,308.928,23.5,3.817,0.433,0.718,28,5.167,4,0,26.923,3.75,9.345,0.945
Q9BQS7,0.895,87,0.288,0.634,0.306,71,150.565,45.422,105.143,489.827,21.818,3.703,0.389,0.465,34.143,4.571,13,5,33.333,6.841,17.118,0.899
Q9BQS8,0.516,132,-0.29,0.192,0.006,89,274.786,74.32,200.466,756.341,56.901,3.783,0.377,0.798,44.615,4.923,5,5,28.889,5.398,14.088,0.791
Q9BQT8,0.591,22,-0.071,0.257,0.167,35,127.872,1.071,126.801,339.605,33,3.907,0.591,0.971,50.5,4.3,2,0,11.538,2.762,6.648,0.967
Q9BQT9,0.586,61,-0.002,0.37,0.079,58,119.038,54.954,64.083,383.856,26.875,3.804,0.457,0.552,23,4.182,6,1,37.838,4.399,11.678,0.748
Q9BQW3,0.487,33,0.072,0.08,0.053,26,102.658,30.2,72.458,240.197,24,3.863,0.531,0.962,52.667,4.833,3,0,35.294,2.502,7.506,0.508
Q9BQY4,0.792,10,0.119,0.002,0.001,46,200.63,46.648,153.982,631.643,28.97,3.958,0.395,0.717,51.636,5,5,2,24.138,4.891,12.172,0.849
Q9BQY9,0.526,9,-0.303,0.005,0.001,102,444.629,98.95,345.678,1483.925,42.086,3.959,0.515,0.686,51.833,4.444,5,0,33.824,8.142,21.792,0.566
Q9BR01,0.798,21,-0.2,0.072,0.048,174,555.2,160.82,394.379,2104.301,35.209,3.974,0.48,0.494,24.421,4.342,19,4,30.909,10.53,26.388,0.752
Q9BR09,0.523,21,-0.106,0.243,0.048,63,239.71,62.189,177.521,811.087,24.938,3.952,0.513,0.508,1.267,4,6,0,31.818,6.193,14.268,0.685
Q9BR10,0.33,9,0.279,0.041,0.024,23,97.255,13.929,83.326,228.186,18,4.097,0.632,0.826,30.667,4.167,5,-1,29.412,2.469,4.84,0.385
Q9BR11,0.757,43,-0.007,0.302,0.214,110,225.476,74.285,151.191,823.25,31.8,3.85,0.451,0.455,28.632,4.158,11,1,41.27,7.14,20.333,0.793
Q9BR26,0.666,56,-0.205,0.557,0.242,51,146.189,3.214,142.975,376.886,46.917,4.16,0.526,0.941,57.75,4.375,3,1,17.857,3.024,8.396,0.869
Q9BR39,0.425,28,-0.129,0.325,0.303,34,182.94,44.063,138.877,548.731,19.84,4.226,0.522,0.735,24.444,3.556,3,-2,33.333,5.121,12.493,0.526
Q9BR46,0.39,19,-0.183,0.373,0.017,53,200.659,27.969,172.691,616.176,36.15,4.04,0.483,0.755,65.917,4.583,4,1,29.73,4.702,13.582,0.508
Q9BR61,0.308,20,0.219,0.155,0.045,35,131.112,43.212,87.899,466.223,16.4,3.974,0.643,0.571,22.375,3.75,5,-2,33.333,4.45,12.144,0.695
Q9BR76,0.296,26,0.142,0.082,0.08,31,63.899,20.424,43.475,210.734,18,3.872,0.5,0.613,42.857,5.429,5,0,40,2.034,5.506,0.917
Q9BR77,0.685,36,0.209,0.212,0.028,85,205.913,51.673,154.24,738.064,49.812,3.948,0.526,0.753,17.786,4.714,11,1,32.727,5.817,16.813,0.954
Q9BR84,0.496,41,-0.475,0.12,0.044,177,497.206,184.193,313.013,1481.575,41.915,3.942,0.463,0.531,24.038,4.038,15,1,38.298,8.629,25.932,0.254
Q9BRA0,0.435,12,0.164,0.209,0.086,16,87.657,6.429,81.228,238.798,15,3.91,0.528,1,79,4.625,1,0,6.667,3.153,6.925,0.993
Q9BRA2,0.407,5,0.334,0.284,0.024,24,88.17,28.996,59.174,351.014,11.231,3.783,0.672,0.542,-7.333,3.778,5,2,37.5,4.386,9.702,0.915
Q9BRB3,0.922,51,-0.388,0.803,0.4,77,339.421,64.597,274.824,1016.952,31.167,3.967,0.57,0.623,51.438,4.062,5,0,31.034,7.212,20.948,0.801
Q9BRC7,0.966,63,0.003,0.038,0.034,114,288.087,93.363,194.725,860.917,50.203,3.98,0.447,0.693,11.571,4.476,16,6,40.323,7.521,19.557,0.811
Q9BRD0,0.352,31,0.163,0.177,0.156,35,175.526,51.873,123.653,535.101,20.435,3.998,0.527,0.657,55.167,6.167,3,2,30.769,4.477,10.648,0.822
Q9BRF8,0.89,17,0.448,0.067,0.036,91,200.178,65.735,134.443,821.068,18.486,3.826,0.442,0.407,23.905,4.333,13,3,36.364,7.614,20.123,0.943
Q9BRG1,0.65,12,0.136,0.08,0.01,35,105.613,16.249,89.364,341.032,26.786,4.015,0.544,0.8,25.2,4.6,6,1,25,3.021,8.215,0.993
Q9BRG2,0.721,42,-0.331,0.05,0.012,190,455.586,118.657,336.928,1497.43,77.65,3.999,0.429,0.632,44.091,3.848,8,1,31.183,7.867,19.927,0.961
Q9BRH9,0.607,60,0.09,0.198,0.125,66,91.811,30.222,61.589,322.307,39,4.012,0.512,0.606,47.167,5.5,6,2,40,3.053,7.943,0.724
Q9BRI3,0.687,28,-0.129,0.098,0.084,104,376.031,101.899,274.132,1015.778,41.636,3.912,0.46,0.635,37.542,3.583,10,-3,35.385,7.999,21.414,0.81
Q9BRJ2,0.42,27,0.166,0.277,0.272,49,140.45,66.785,73.665,492.165,21,3.808,0.444,0.449,14.857,5.071,10,4,44.444,4.442,10.171,0.755
Q9BRJ6,0.28,14,0.112,0.091,0.077,22,88.121,19.286,68.835,238.883,17,3.908,0.676,0.818,27.75,4.25,2,-2,33.333,3.067,8.154,0.68
Q9BRJ7,0.667,13,0.375,0.364,0.176,60,191.885,79.576,112.309,576.704,10.588,3.748,0.382,0.283,28.65,3.7,7,-1,47.5,6.797,16.881,0.923
Q9BRJ9,0.3,12,-0.081,0.016,0.003,69,304.804,98.299,206.504,1069.307,37.66,4.077,0.476,0.681,34.143,4.429,7,2,31.111,6.199,14.855,0.562
Q9BRK0,0.797,22,0.315,0.373,0.15,60,152.85,13.973,138.877,560.899,36.279,3.937,0.524,0.717,68.929,4.5,4,0,25,4.884,10.019,0.551
Q9BRK3,0.085,31,-0.059,0.082,0.078,18,77.175,11.963,65.212,265.225,16,3.774,0.507,0.944,66.25,4.75,2,0,23.529,2.447,6.069,0.683
Q9BRK4,0.668,24,0.37,0.145,0.101,49,176.144,72.784,103.361,639.036,15.217,4.041,0.675,0.469,16.25,5.5,7,1,41.463,6.371,14.423,0.99
Q9BRK5,0.335,35,-0.15,0.323,0.32,36,154.861,26.853,128.009,529.255,28,4.221,0.523,0.806,0.286,4.143,4,2,32,3.821,10.101,0.909
Q9BRL6,0.456,13,0.129,0.003,0.002,39,185.095,49.84,135.254,686.037,26.966,4.019,0.445,0.744,26.667,6,8,5,33.333,4.496,11.184,0.793
Q9BRL7,0.554,31,0.392,0.416,0.124,39,103.642,14.04,89.602,387.324,30.625,3.826,0.458,0.821,40,4.455,3,2,24,3.827,8.025,0.97
Q9BRN9,0.611,13,0.267,0.357,0.091,28,90.286,21.451,68.835,323.418,14,3.718,0.539,0.536,56.286,3.571,0,0,35,3.514,9.522,0.812
Q9BRP0,0.552,15,-0.192,0.372,0.015,36,175.12,40.915,134.205,548.44,20.667,4.092,0.568,0.667,19.8,4.4,6,4,34.483,4.969,15.494,0.917
Q9BRP1,0.451,28,0.246,0.143,0.064,47,90.536,19.286,71.25,285.397,40.714,3.85,0.49,0.894,55.5,4.25,3,0,25,3.411,7.978,1
Q9BRP4,0.424,21,0.143,0.102,0.043,62,112.588,35.557,77.031,345.813,23,4.089,0.608,0.387,28.059,3.706,8,-2,44.737,3.042,7.691,0.939
Q9BRP7,0.823,47,-0.118,0.064,0.046,85,239.589,54.821,184.767,733.343,51.509,3.979,0.44,0.671,38.467,4.333,5,-1,34.783,5.678,14.222,0.453
Q9BRP8,0.378,14,0.385,0.012,0.001,48,146.424,40.153,106.271,524.724,25.6,4.06,0.521,0.729,21.125,5.125,5,2,31.25,5.597,13.213,0.97
Q9BRP9,0.515,18,0.079,0.36,0.34,76,258.563,68.728,189.835,812.38,19.714,3.878,0.48,0.461,43.826,3.609,7,-2,35.849,7.258,16.574,0.445
Q9BRQ0,0.274,6,0.132,0.007,0.005,48,212.612,58.036,154.576,694.364,24.882,3.97,0.499,0.708,31,4,4,1,35.294,5.462,13.168,0.606
Q9BRQ3,0.369,25,-0.134,0.281,0.069,45,210.888,46.67,164.217,613.685,31.556,4.118,0.528,0.8,31.3,4.3,4,0,37.5,5.091,13.147,0.837
Q9BRQ4,0.195,18,0.152,0.036,0.027,24,128.706,33.304,95.403,358.013,19,4.036,0.477,0.833,52.143,5.286,3,2,21.053,3.179,7.338,0.972
Q9BRQ5,0.375,20,0.076,0.341,0.183,59,213.835,60.466,153.369,742.392,25.478,4.029,0.638,0.78,19.727,4.909,8,3,28.889,6.956,17.889,0.582
Q9BRQ6,0.612,17,0.171,0.168,0.153,20,92.425,13.929,78.496,239.075,16,3.889,0.721,0.85,4.5,4.667,3,1,31.579,3.221,8.203,0.718
Q9BRQ8,0.716,25,-0.13,0.578,0.124,43,129.084,10.737,118.348,377.773,30.5,3.968,0.52,0.744,45.75,3.75,5,1,20.69,3.556,8.596,0.962
Q9BRR0,0.277,47,-0.378,0.215,0.084,162,528.284,199.592,328.692,1746.46,36.974,3.956,0.445,0.469,20.731,4.077,13,3,34.091,8.362,20.751,0.504
Q9BRR3,0.77,33,0.271,0.489,0.077,135,262.688,114.15,148.538,959.298,28.041,3.977,0.476,0.363,5.52,4.24,18,-3,40,8.13,21.485,0.698
Q9BRR6,0.612,38,-0.02,0.11,0.089,36,123.565,7.633,115.932,339.056,32.882,3.875,0.463,0.944,87.5,4.9,1,0,13.636,3.482,8.072,0.408
Q9BRR8,0.844,65,0.26,0.371,0.294,77,223.048,73.302,149.746,813.797,27.135,4.023,0.498,0.481,11.25,3.417,7,0,41.304,6.726,19.277,0.506
Q9BRR9,0.097,43,-0.126,0.059,0.039,33,113.173,40.715,72.458,326.217,25.407,3.967,0.501,0.818,-24.625,3.25,3,-1,39.13,3.501,9.227,0.667
Q9BRS2,0.074,50,0.03,0.056,0.042,19,75.808,2.143,73.665,303.413,17.368,3.838,0.616,1,-1.4,5.8,4,4,21.053,3.715,8.386,0.718
Q9BRS8,0.926,23,0.15,0.361,0.179,82,267.54,103.303,164.237,785.098,26.585,3.762,0.494,0.5,30.125,4.75,9,2,41.509,7.067,20.735,0.405
Q9BRT2,0.368,13,-0.001,0.175,0.167,25,86.402,16.36,70.042,200.593,20,3.956,0.455,0.84,71.375,5,1,1,31.25,2.026,4.863,0.945
Q9BRT3,0.489,4,0.094,0.003,0,24,130.855,23.97,106.885,394.76,12.286,4.033,0.494,0.583,2.5,3.75,2,2,42.105,3.255,9.765,0.404
Q9BRT6,0.126,15,0.23,0.036,0.035,40,172.714,55.574,117.14,532.924,21,3.939,0.542,0.6,3.625,5.625,7,3,36.667,4.903,10.896,0.996
Q9BRT8,0.374,37,-0.002,0.2,0.13,46,129.502,37.722,91.78,401.271,28.364,3.922,0.492,0.717,37.833,4.25,6,-1,32.258,4.289,10.119,0.638
Q9BRT9,0.635,19,0.043,0.324,0.216,47,172.243,30.001,142.243,493.868,24.615,3.966,0.475,0.553,20.333,4.333,7,-2,30,4.178,8.693,0.981
Q9BRU2,0.335,9,0.324,0.122,0.028,25,83.717,6.429,77.288,359.833,14.667,4.105,0.715,0.72,51.4,5.8,2,2,21.053,4.3,9.853,0.942
Q9BRU9,0.164,17,0.126,0.158,0.043,23,135.567,47.41,88.157,483.283,18.4,3.995,0.597,0.87,-23,6,4,4,27.778,4.111,10.164,0.385
Q9BRV3,0.948,16,0.059,0.532,0.304,70,206.513,19.331,187.182,716.699,36.96,4,0.511,0.714,66.941,4.882,5,1,18.75,5.255,15.061,0.9
Q9BRV8,0.961,12,0.7,0.374,0.158,44,152.26,41.158,111.102,644.58,11.385,3.893,0.678,0.591,13.8,4.7,7,1,35.714,9.095,24.199,0.975
Q9BRX2,0.541,33,0.335,0.06,0.044,70,162.548,64.73,97.818,583.522,23.615,3.963,0.525,0.371,9.571,4.214,10,0,39.13,5.294,15.188,0.705
Q9BRX5,0.441,18,0.116,0.355,0.332,53,116.189,31.338,84.851,390.017,29,3.873,0.455,0.566,6.077,3.462,7,-2,37.5,3.442,8.325,0.918
Q9BRX8,0.7,20,0.332,0.519,0.188,41,140.209,39.976,100.233,493.763,22.083,3.999,0.516,0.585,-2.727,4.636,8,3,42.308,4.703,12.136,0.702
Q9BRX9,0.613,14,0.128,0.313,0.013,29,113.754,17.143,96.61,315.077,21.13,3.879,0.447,0.793,52.333,4.222,3,0,19.048,3.276,9.092,0.982
Q9BRY0,0.884,22,0.194,0.578,0.42,82,270.93,70.464,200.466,780.96,32.068,3.848,0.481,0.72,34.714,4.095,8,3,33.962,8.064,19.326,0.569
Q9BRZ2,0.894,45,0.148,0.585,0.34,43,116.206,19.596,96.61,350.684,24.688,3.793,0.602,0.744,54.3,4.9,3,1,30,4.989,13.883,0.946
Q9BS16,0.599,28,-0.145,0.189,0.076,54,287.487,84.645,202.841,878.962,30.977,4.044,0.526,0.796,14.929,3.786,8,-5,34.884,6.607,15.747,0.617
Q9BS18,0.632,6,0.388,0.108,0.016,38,142.057,38.617,103.44,490.718,16.87,3.945,0.733,0.605,-8.833,4.167,5,-2,35.484,5.426,14.591,0.573
Q9BS26,0.336,25,-0.104,0.033,0.029,38,121.915,51.873,70.042,330.149,25,4.054,0.52,0.684,-3,3.636,7,0,38.462,2.785,6.465,0.8
Q9BS31,0.105,35,-0.56,0.065,0.022,85,437.212,119.884,317.329,1265.056,39.698,4.15,0.504,0.624,44.5,3.95,7,3,30.357,6.402,14.238,0.593
Q9BS34,0.666,34,-0.299,0.148,0.126,76,314.255,72.275,241.981,834.486,37.019,4.082,0.415,0.697,42.385,4.385,5,0,29.545,6.67,16.116,0.569
Q9BS40,0.365,18,0.072,0.107,0.034,74,253.566,78.46,175.106,795.054,20.933,4.006,0.528,0.405,8.615,4.077,8,-1,33.333,6.051,18.065,0.787
Q9BS86,0.252,28,0.244,0.016,0.014,67,143.624,53.706,89.919,502.499,32.914,4.146,0.492,0.522,21.286,5.357,10,1,35.897,3.787,8.879,0.677
Q9BS91,0.883,44,-0.4,0.705,0.683,88,295.48,50.668,244.812,879.729,67.711,4.07,0.493,0.864,61.077,4.462,4,1,25,5.203,16.868,0.364
Q9BS92,0.513,17,0.201,0.105,0.021,138,299.662,106.441,193.221,1139.728,38.055,3.881,0.486,0.529,32.815,4.333,15,4,39.535,7.53,17.34,0.974
Q9BSA4,0.955,42,-0.06,0.15,0.062,124,294.924,26.831,268.094,1102.728,74.283,4.047,0.505,0.911,61.143,4.643,9,-2,18.571,6.825,17.631,0.945
Q9BSA9,0.975,45,0.037,0.626,0.252,178,419.906,109.545,310.361,1418.394,40.747,3.889,0.422,0.556,36.308,3.872,14,5,38.947,8.891,21.449,0.816
Q9BSB4,0.403,14,-0.016,0.045,0.043,36,109.961,27.229,82.732,299.165,26,3.728,0.453,0.75,28.625,5.25,5,3,29.167,3.232,7.33,0.505
Q9BSC4,0.098,68,-0.127,0.081,0.067,32,91.862,27.858,64.004,267.19,30,4.013,0.529,0.969,50.625,4.625,4,0,18.182,2.348,5.459,0.989
Q9BSD3,0.704,5,0.034,0.31,0.008,36,222.546,55.893,166.653,604.229,15.778,4.009,0.484,0.5,39.7,4.5,3,0,28.571,4.779,10.861,0.687
Q9BSD7,0.691,12,-0.085,0.599,0.14,137,445.034,130.576,314.458,1478.499,22.161,3.95,0.52,0.453,-1.633,3.7,14,-1,40.909,9.467,26.381,0.726
Q9BSE2,0.844,24,0.04,0.08,0.059,46,132.264,17.143,115.121,368.681,35.026,3.65,0.405,0.848,44,4.846,4,0,18.75,4.2,10.667,0.784
Q9BSE4,0.933,31,-0.082,0.013,0.011,57,240.158,5.424,234.735,777.47,45.059,4.126,0.505,0.895,78,4.667,1,0,16.667,4.81,13.202,0.922
Q9BSE5,0.725,20,-0.157,0.042,0.024,108,352.369,101.182,251.187,1122.554,40.459,3.873,0.452,0.565,26.05,3.65,9,0,42.188,6.892,17.784,0.815
Q9BSF0,0.062,6,0.219,0.05,0.037,35,153.53,42.429,111.102,573.456,10,4.173,0.513,0.314,21.3,3.8,5,-1,42.308,4.061,10.814,0.73
Q9BSF4,0.632,20,0.317,0.578,0.111,46,133.894,26.831,107.063,515.677,26.828,4.152,0.664,0.63,34,3.583,4,0,37.143,4.278,13.71,0.977
Q9BSF8,0.224,25,-0.02,0.092,0.065,18,54.207,1.071,53.136,129.075,15,4.018,0.722,0.889,77,4.8,1,0,20,1.25,2.286,0.982
Q9BSG0,0.369,8,0.227,0.166,0.116,62,157.489,66.917,90.572,519.52,24.846,3.973,0.497,0.419,10.917,4.083,7,1,43.243,4.15,10.839,0.648
Q9BSG1,0.769,27,0.09,0.385,0.187,76,274.74,81.519,193.22,854.425,19.231,3.85,0.43,0.513,36.333,4.667,8,-2,32.727,6.943,16.738,0.602
Q9BSG5,0.924,16,0.117,0.043,0.04,63,189.278,14.172,175.106,668.295,39.963,3.891,0.501,0.857,53.25,5.167,4,2,21.951,5.693,14.175,0.664
Q9BSH3,0.302,17,0.072,0.293,0.273,15,77.403,9.776,67.627,314.769,12.857,3.88,0.653,0.933,60.2,5.2,3,0,25,3.492,8.726,0.692
Q9BSH4,0.134,20,0.028,0.013,0.012,113,321.04,116.713,204.327,1022.995,18.974,3.855,0.461,0.345,19.16,3.88,15,1,46.269,7.655,18.658,0.902
Q9BSH5,0.623,20,0.21,0.006,0.006,107,246.998,92.026,154.972,935.358,49.075,3.94,0.456,0.626,36.696,5.087,15,-2,29.231,6.97,18.97,0.978
Q9BSI4,0.248,26,0.008,0.233,0.151,27,89.712,17.254,72.458,289.65,25,3.987,0.652,0.963,31.5,4,2,-1,27.273,2.814,6.709,0.815
Q9BSJ1,0.216,40,0.017,0.045,0.025,92,287.605,108.164,179.441,1011.372,41.556,3.948,0.458,0.587,23.267,5.067,11,3,43.86,6.677,16.377,0.671
Q9BSJ2,0.87,90,0.144,0.303,0.183,100,280.08,85.176,194.903,1037.592,48.444,3.899,0.495,0.63,37.5,3.95,10,0,31.25,7.191,18.53,0.523
Q9BSJ5,0.553,20,0.156,0.257,0.101,32,132.571,11.808,120.763,385.222,25.926,4.129,0.647,0.844,64.833,6.167,4,-1,18.519,3.445,8.444,0.587
Q9BSJ6,0.122,8,0.083,0.03,0.006,20,115.523,51.519,64.004,348.228,13,4.029,0.541,0.7,8.75,3.25,2,-1,41.176,2.802,6.045,0.312
Q9BSJ8,0.418,77,-0.997,0.074,0.053,268,881.013,177.897,703.116,3290.7,72.4,4.12,0.481,0.728,63.278,4.889,16,1,25,11.566,26.637,0.815
Q9BSK0,0.486,8,0.073,0.034,0.032,19,77.038,2.165,74.873,259.344,15,3.999,0.689,0.842,93.4,5,0,0,20,2.605,5.503,0.951
Q9BSK1,0.481,35,-0.007,0.277,0.071,23,91.578,11.875,79.703,265.517,22,3.899,0.378,1,69.571,4.857,2,0,18.75,2.574,5.891,0.653
Q9BSK2,0.765,28,0.031,0.498,0.233,34,120.763,0,120.763,381.198,30.182,3.988,0.611,0.971,41,3.6,1,0,20,3.854,9.731,0.954
Q9BSK4,0.873,45,0.212,0.649,0.147,117,303.379,107.743,195.636,1084.19,33.179,3.926,0.501,0.479,5.583,4.625,15,1,39.437,8.555,21.886,0.947
Q9BSL1,0.422,28,-0.142,0.262,0.239,30,144.485,55.22,89.265,374.77,15.529,3.824,0.433,0.567,28.75,4.5,5,1,38.095,3.35,9.447,0.612
Q9BSM1,0.182,27,0.289,0.083,0.03,42,114.686,31.36,83.326,334.782,29,3.884,0.474,0.714,34.4,4.6,6,0,29.63,3.247,7.993,0.938
Q9BSN7,0.354,19,-0.105,0.054,0.034,68,247.749,78.681,169.068,903.025,26.359,4.012,0.496,0.574,42.944,3.889,4,-1,34.043,6.698,16.452,0.605
Q9BSQ5,0.385,30,-0.126,0.092,0.016,55,241.324,71.048,170.276,588.631,35.421,3.912,0.42,0.691,27.545,4,5,1,39.394,4.736,11.895,0.475
Q9BSR8,0.404,25,0.018,0.082,0.072,98,303.28,130.51,172.77,878.902,36.213,3.833,0.425,0.48,31.565,4.435,10,0,41.667,6.797,16.77,0.342
Q9BST9,0.793,40,-0.015,0.037,0.013,103,229.441,99.017,130.424,729.672,54.295,3.906,0.489,0.592,29.176,4.118,9,-2,33.898,5.937,15.47,0.622
Q9BSU1,0.804,32,0.133,0.437,0.359,43,180.363,46.316,134.047,614.158,15.333,3.99,0.524,0.628,32.833,3.667,3,1,33.333,6.218,19.254,0.52
Q9BSU3,0.326,15,-0.114,0.008,0.003,92,221.621,91.198,130.424,702.719,34.976,4.032,0.521,0.446,33.778,4,7,3,42.308,4.923,12.8,0.964
Q9BSV6,0.544,23,0.184,0.394,0.057,50,184.61,52.9,131.711,594.114,23.571,3.857,0.474,0.56,18.688,4.062,6,2,44.118,4.992,14.228,0.98
Q9BSW2,0.905,62,0.18,0.331,0.192,48,167.786,21.584,146.202,615.396,36.667,3.833,0.412,0.875,78.933,4.733,1,1,13.158,5.421,13.747,0.679
Q9BSW7,0.533,36,-0.243,0.331,0.329,70,266.844,98.034,168.81,802.718,22.067,3.789,0.459,0.429,27.5,4.5,7,1,38.636,6.46,17.406,0.36
Q9BSY4,0.833,10,-0.014,0.04,0.002,40,173.677,11.875,161.802,467.855,35.368,3.909,0.481,0.95,51.429,4.071,4,-1,23.333,4.089,10.213,0.701
Q9BSY9,0.64,12,0.155,0.12,0.039,54,164.013,62.255,101.757,518.551,30,3.808,0.417,0.63,36.75,3.95,9,0,40,5.243,13.151,0.733
Q9BT04,0.229,34,0.083,0.156,0.069,48,165.762,57.075,108.687,575.457,17.182,3.984,0.547,0.458,21.583,3.25,5,2,35.135,5.692,12.498,0.886
Q9BT09,0.693,19,0.144,0.079,0.072,58,141.738,47.543,94.195,459.459,29.059,3.845,0.519,0.586,22.333,4.667,7,2,32.432,4.589,14.284,0.963
Q9BT17,0.689,24,-0.063,0.399,0.112,40,137.714,31.205,106.509,387.196,27.742,3.867,0.415,0.775,19.214,3.643,3,1,33.333,4.227,9.791,0.727
Q9BT22,0.821,34,0.059,0.717,0.688,38,171.211,2.143,169.068,532.777,24.389,4.032,0.657,0.947,89,5.8,3,0,14.706,5.88,14.774,0.856
Q9BT23,0.147,8,0.343,0.092,0.065,34,113.557,49.553,64.004,402.825,13.5,4.022,0.459,0.471,11.556,4.667,6,1,36.364,3.795,9.979,0.893
Q9BT25,0.774,14,0.177,0.152,0.04,85,320.541,140.605,179.937,1148.125,18.629,3.911,0.612,0.412,17.125,4.25,9,-4,38.462,8.14,22.845,0.714
Q9BT30,0.446,9,0.127,0.006,0.005,75,206.317,62.609,143.708,747.023,22.643,4.122,0.515,0.373,19.316,3.895,8,0,41.304,4.768,11.46,0.688
Q9BT40,0.165,34,0.3,0.145,0.131,47,107.246,40.826,66.42,415.821,23,3.974,0.67,0.511,-3,3.818,7,3,47.222,4.11,10.959,0.818
Q9BT43,0.034,13,-0.13,0.003,0.003,26,111.413,36.54,74.873,334.255,14.875,4.125,0.569,0.615,25.25,4.5,4,1,38.095,2.869,7.511,0.407
Q9BT49,0.436,25,-0.328,0.041,0.026,102,429.437,141.844,287.593,1363.651,28.408,4.082,0.512,0.48,28.545,4.318,11,7,41.538,7.408,17.381,0.542
Q9BT56,0.3,13,-0.017,0.197,0.174,23,139.123,26.18,112.943,450.185,17.4,3.942,0.542,0.87,39.25,4.5,1,1,33.333,4.561,10.936,0.634
Q9BT67,0.617,21,0.155,0.253,0.211,82,216.272,49.619,166.653,715.179,37.378,3.933,0.494,0.549,52,5.467,8,0,34.694,5.734,15.112,0.731
Q9BT73,0.193,3,0.285,0.121,0.05,18,60.773,17.298,43.475,213.34,10,3.968,0.632,0.611,32.5,4,3,-1,40,2.465,4.951,0.98
Q9BT76,0.821,14,0.394,0.044,0.034,60,77.934,24.798,53.136,278.838,31.515,3.688,0.409,0.55,46,4.429,6,-1,33.333,3.858,9.776,0.628
Q9BT78,0.562,30,0.007,0.053,0.019,42,140.278,27.969,112.309,392.01,30,3.927,0.474,0.738,35.636,4.545,6,1,25,3.661,9.206,0.972
Q9BT81,0.207,12,0.203,0.184,0.129,24,73.535,11.808,61.727,176.852,19,4.058,0.599,0.833,30.2,5,3,-2,29.412,1.691,3.565,0.782
Q9BT88,0.189,35,-0.197,0.042,0.008,113,402.879,152.9,249.979,1203.198,41.969,3.95,0.439,0.575,36.04,4.6,10,2,33.871,7.958,19.604,0.65
Q9BT92,0.467,51,0.131,0.368,0.192,25,115.521,15.288,100.233,331.999,18.762,3.95,0.594,0.84,54.875,4.625,2,0,26.087,3.871,9.904,0.928
Q9BTA0,0.294,16,-0.32,0.077,0.072,21,169.733,36.518,133.215,412.539,18.9,4.225,0.496,0.952,51.571,4,2,1,26.316,2.992,8.134,0.499
Q9BTA9,0.916,31,0.259,0.124,0.105,91,212.562,71.27,141.292,678.675,33.455,3.849,0.473,0.604,28.167,3.167,8,1,35.185,6.598,19.652,0.636
Q9BTC0,0.121,106,-0.08,0.116,0.067,42,179.794,62.654,117.14,547.299,22.786,4.002,0.536,0.667,-19.9,4.1,6,3,38.71,4.632,9.921,0.347
Q9BTC8,0.481,45,-0.054,0.158,0.047,55,175.998,72.142,103.856,479.625,24.615,3.764,0.428,0.473,1,3.467,11,0,40,5.284,15.128,0.701
Q9BTD1,0.98,12,-0.26,0.158,0.107,154,461.531,79.465,382.065,1427.328,44.778,3.974,0.449,0.701,47.467,3.8,7,0,26.744,8.955,22.195,0.644
Q9BTD3,0.803,30,-0.273,0.039,0.035,103,270.898,54.733,216.165,819.853,68.938,4.038,0.501,0.786,25.588,3.706,4,-1,30.357,5.836,14.077,0.497
Q9BTD8,0.517,19,0.114,0.058,0.057,60,232.635,59.727,172.908,749.865,18,4.045,0.461,0.483,45.286,6.071,9,5,30,5.885,14.924,0.924
Q9BTE0,0.378,11,0.107,0.096,0.003,70,174.548,73.523,101.025,644.761,27.4,4.099,0.534,0.429,31.833,3.722,6,2,42.222,4.878,14.487,0.957
Q9BTE1,0.643,10,0.198,0.257,0.034,71,222.397,54.082,168.315,711.356,22.138,3.791,0.517,0.408,42.312,4.438,7,0,32.609,6.507,16.545,0.845
Q9BTE3,0.443,56,0.07,0.379,0.123,64,216.654,69.977,146.677,671.13,30.5,3.845,0.409,0.5,22.462,4.231,6,-1,38.462,5.292,14.553,0.639
Q9BTE6,0.309,26,0.063,0.229,0.057,80,236.006,100.752,135.254,923.927,19.259,4.013,0.516,0.338,7.667,5.667,12,4,38.462,6.35,16.9,0.947
Q9BTE7,0.917,9,0.153,0.173,0.005,56,185.813,36.562,149.251,534.482,31.568,3.982,0.454,0.661,36.188,3.938,5,-2,26.316,5.235,14.792,0.98
Q9BTF0,0.211,41,0.082,0.169,0.035,124,315.413,101.425,213.988,1222.83,41.935,3.998,0.467,0.5,27.536,3.821,10,0,40.278,7.38,19.298,0.829
Q9BTK2,0.117,3,0.313,0.023,0,25,139.815,59.815,80,396.63,11,4.028,0.655,0.48,-4.8,5.6,4,2,47.826,4.582,9.085,0.755
